id,question,chance,tag
2751,"Как относишься к очень длинным классам, по 2-4 тысячи строк",6,Нет
2752,"Может ли как-то навредить то, что data class генерирует много методов",6,Нет
2753,Чем отличаются двойное и тройное равно в Kotlin и для чего придумали тройное,6,Нет
2754,Какие знаешь Object в Kotlin и как они компилируются,6,Нет
2755,В какой момент инициализируется обычный Object,6,Нет
2756,Для чего нужен объект Job,6,Нет
2757,Как работает async/await,6,Нет
2758,Можно ли что-то из компонентов не описывать в Manifest,6,Нет
2759,"Если нужно собрать аналитику перед запуском приложения, где бы ее описал",6,Нет
2760,На что бы обратил внимание при работе с фрагментами,6,Нет
2762,Можно ли в большой список сразу добавлять много элементов,6,Нет
2768,Назови способы передавать данные между двумя приложениями,6,Нет
2770,Зачем в курсоре нужен лимит,6,Нет
2772,Зачем два приложения подписывать одной подписью,6,Нет
2774,"Есть ли механизмы в системе, которые позволяют реализовать доступ без кастомных решений",6,Нет
2776,Из какого ты города,6,Нет
2822,Можешь рассказать про какие-нибудь билдеры в android,6,Нет
2823,Можешь привести пример god object,6,Нет
2824,"Есть ли что-то, что хотел бы улучшить в андроиде",6,Нет
2825,Как бы улучшил LazyColumn,6,Нет
2828,"Что происходит, когда мы на старых версиях Android используем лямбда-выражения",6,Нет
2829,Что бы использовал вместо лямбда-выражений на старых версиях Android,6,Нет
2830,"Знаешь, что такое desugaring",6,Нет
2831,"В андроиде существуют мэпы, в которые можно положить примитивные типы",6,Нет
2832,Каким критериям должны соответствать ссылочные типы,6,Нет
2833,Какие переменные можно использовать в data class,6,Нет
2834,Почему могут быть проблемы со списками в data class,6,Нет
2835,Какой хеш-код у списка по умолчанию,6,Нет
2836,Где хранятся ссылочные типы и что с ними происходит во время работы приложения,6,Нет
2838,Расскажи про базовый класс для всех объектов в Kotlin,6,Нет
2839,Какие в базовом классе Kotlin есть методы и что они делают,6,Нет
2843,Для чего data-классы и sealed-классы используются,6,Нет
2844,Как с помощью sealed класса можно реализовывать разные состояния,6,Нет
2845,Расскажи про инициализаторы в классах в Kotlin,6,Нет
2846,Какие модификаторы доступа могут быть в типах в Kotlin,6,Нет
2847,Какой модификатор доступа в Kotlin по умолчанию,6,Нет
2848,Каким образом осуществлять проверки на null,6,Нет
2851,Что такое hashmap и set и когда их лучше использовать,6,Нет
2852,"Насколько безопасно обращение по ключу в hashmap, которого не существует",6,Нет
2854,Какие есть возможности у класс-наследника,6,Нет
2855,Как класс-наследник оперирует функционалом класса-родителя,6,Нет
2857,"Как показать, что методы абстрактного класса обязательны к переопределению",6,Нет
2858,Могут ли у абстрактного класса быть обычные методы,6,Нет
2859,Как добавить реализацию interface к классу,6,Нет
2860,В каких случаях необходимо реализовывать базовые методы в interface,6,Нет
2861,Что из базовых конструкций нельзя использовать в interface,6,Нет
2862,Как в interface оперировать со свойствами,6,Нет
2863,Каким образом добавить базовую реализацию для свойства,6,Нет
2864,Как в переопределяемом методе вызвать суперреализацию из interface,6,Нет
2865,Каким образом разделить методы и свойства класса и объекта,6,Нет
2866,Каким образом создать единственный экземпляр класса,6,Нет
2867,Каким образом можно добавить функционал в уже существующий тип,6,Нет
2868,Как добавляется расширение и что можно добавить,6,Нет
2869,Свойства какого вида можно добавить как расширение,6,Нет
2870,Как можно работать с многопоточностью в Kotlin,6,Нет
2872,Что делает кодовое слово suspend,6,Нет
2875,"Что использовать в качестве корневого элемента разметки, чтобы отобразить view",6,Нет
2876,Что такое view group и каких видов они бывают,6,Нет
2877,Как соединить кастомный view и кастомный layout,6,Нет
4605,С помощью какого паттерна в Java можно использовать создание объекта,6,Нет
4608,Что хранится в data слое,6,Нет
4616,Какими средствами языка можно создавать потоки,6,Нет
4618,Что произойдет если из Java-кода обратиться к Internal полю Kotlin,6,Нет
4622,"Изменится ли объём памяти стека/кучи,если в приложении создано несколько потоков",6,Нет
4624,Что такое final и finalize и чем они отличаются,6,Нет
4628,Что такое сериализация,6,Нет
4630,"Как быть,если нужно сериализовать объект какого-то вашего класса, но одно из его полей несериализуемо",6,Нет
